sound_id,class,class_idx,class_top,set,uploader,license,tags,title
149011,ss-n,19,ss,train,kvgarlic,http://creativecommons.org/publicdomain/zero/1.0/,"birds,late-winter,Ambience,forest,woods,bird-songs,nature-scape,song-sparrow,early-spring,titmice,lake,peace,nature,relaxing,field-recording,sound-scape",LateWinterEarlySpringBirdsMarch52012.wav
392839,ss-i,20,ss,test,sebbas414,http://creativecommons.org/publicdomain/zero/1.0/,"walk,run,footstep",Caminata Rapida.mp3
142692,is-p,3,is,train,quartertone,https://creativecommons.org/licenses/by/4.0/,"multisample,drum,snare,velocity,1-shot","SD14x08Tama-MHP,TSn-Rm-v13.wav"
242647,sp-s,8,sp,train,Reitanna,http://creativecommons.org/publicdomain/zero/1.0/,"speak,talk,voice,english,female,woman,exclamation",come to me3.wav
120989,m-m,2,m,train,Thirsk,http://creativecommons.org/licenses/by/3.0/,"english-horn,horn,horns,loop,loops,melody,music,woodwind",120 english horns call.wav
265056,is-p,3,is,train,Stereo Surgeon,http://creativecommons.org/publicdomain/zero/1.0/,"wav,128,BPM,ableton,Kick,Drum-Kit,Drums,Loop,Kick-Loop,Base,Bass,Drum",Kick Loop 3
147958,ss-n,19,ss,train,RTB45,https://creativecommons.org/licenses/by/4.0/,"lar,Hylobates,jungle,tree,National,primate,natural,trek,Thai,beast,rain,nature,tropic,animal,forest,call,tropical,Kao,monkey,ape,Yai,hoot,Park,gibbon,Thailand,field-recording,Kao-Yai-National-Park,White-handed-gibbon",Gibbons-Kao Yai National Park.wav
276308,is-p,3,is,train,beskhu,http://creativecommons.org/publicdomain/zero/1.0/,"tambourine,percussion,sample",tambourine hit 3.aif
124677,ss-u,21,ss,train,miastodzwiekow,https://creativecommons.org/licenses/by/4.0/,"child,field-recording,la-la-la,meow,miaow,poland,poznan,sound-workshop",lalamiaumiau_sound workshops.wav
356886,is-w,5,is,train,MTG,http://creativecommons.org/licenses/by/3.0/,"good-sounds,single-note,clarinet,multisample,neumann-U87,Dsharp6",Clarinet - Dsharp6 - bad-pitch-errors
353039,m-m,2,m,train,ADnova,http://creativecommons.org/publicdomain/zero/1.0/,"90-bpm,loop,fl-studio,garbage",August_28_2016_04
213724,fx-o,11,fx,train,PITFACTORY,http://creativecommons.org/publicdomain/zero/1.0/,"open,doors,Metal,keys,opening,door",Metal doors opening keys
200024,is-p,3,is,train,quartertone,https://creativecommons.org/licenses/by/4.0/,"multisample,drum,snare,velocity,1-shot","SD13x03-Pearl-MLP,LSn-Rm-v13.wav"
38217,fx-ex,17,fx,train,stickman,http://creativecommons.org/licenses/by-nc/3.0/,"glitch,monk",zwart.wav
86437,sp-s,8,sp,train,deleted_user_1390811,http://creativecommons.org/licenses/by/3.0/,"annoying,argue,argument,female,girl,human,speech,talk,talking,voice,woman",epanody--ohmygod_would_you_leemeealone.wav
88579,is-s,4,is,train,chelan,http://creativecommons.org/licenses/by/3.0/,"beethoven,orchestra,sample,stab",ae_beethovenStab.aif
156727,sp-s,8,sp,train,saknewton,http://creativecommons.org/licenses/by/3.0/,"phonemes,spanish,silabas,sylabs,espaol,fonemas",sa.wav
153994,is-s,4,is,train,Carlos_Vaquero,https://creativecommons.org/licenses/by-nc/4.0/,"multisample,zoom-h2n,non-vibrato,plucked,mezzoforte,a-sharp-3,plucked-string-instrument,chordophone,classical-guitar",Classical-Guitar A#-3 Plucked Non-Vibrato
344396,is-p,3,is,train,Brokenphono,http://creativecommons.org/publicdomain/zero/1.0/,"sfx,tap,glass,cookie-jar",Tap_Tap_Tap.wav
173110,fx-o,11,fx,train,martinbeltov,http://creativecommons.org/publicdomain/zero/1.0/,"e-pl1,release,camera,pen,recording,olympus,button,shutter",Olympus e-pl1 camera shutter
419197,m-sp,0,m,train,@realdavidfloat,http://creativecommons.org/publicdomain/zero/1.0/,"loop,odd,groovy,time,rhythm,120bpm,beat,percussion-loop,quantized,drums,drum-loop,rhythmic",odd time beat 120bpm reverb-05.wav
68671,fx-o,11,fx,train,mikaelfernstrom,https://creativecommons.org/licenses/by/4.0/,"crumbling,paper",CrumblingPaper.wav
88870,fx-o,11,fx,train,lsprice,http://creativecommons.org/licenses/by/3.0/,"broken,glass,shake",gs12.aif
51374,ss-n,19,ss,train,rfhache,http://creativecommons.org/licenses/by/3.0/,"cricket,field-recording,sound,zoomh4",field-recording.ao.cricket.upset.wav
27233,sp-s,8,sp,train,acclivity,https://creativecommons.org/licenses/by-nc/4.0/,"speaking,recitation,talking,speech,voice,poem,reading,drama,vocal,poetry",TheLamb.mp3
232624,is-e,7,is,train,Jovica,https://creativecommons.org/licenses/by/4.0/,"loop,electronic,electro,ConstructionKit,synth,dance,120BPM,rhythmic",20140316_attackloop_120BPM_4_4_Analog_1_Kit_ConstructionKit_Synth_y.flac
358952,is-w,5,is,train,MTG,http://creativecommons.org/licenses/by/3.0/,"good-sounds,sax,neumann-U87,scale,Cminor,alto",Sax Alto - C minor - scale-bad-timbre-legato-minor
56110,is-s,4,is,train,guitarmaster,http://creativecommons.org/publicdomain/zero/1.0/,"b,clean,funky,guitar,notes,strat",B Low Note_mute.wav
114090,ss-u,21,ss,train,lex1975,http://creativecommons.org/licenses/by-nc/3.0/,"announcement,automated,de,lhospitalet,llobregat,spain,station",L'Hospitalet de Llobregat_op spoor 16_Rodalies naar Maçanet-Massanes_zonder gong+vetreksignaal andere trein_010509.WAV
137462,is-p,3,is,train,quartertone,https://creativecommons.org/licenses/by/4.0/,"hi-hat,multisample,1-shot,velocity,cymbal",HH13inKZ-ESO~v09.wav
241528,fx-h,14,fx,train,Reitanna,http://creativecommons.org/publicdomain/zero/1.0/,"speak,talk,voice,girl,english,female,laugh,woman",dumb laugh2.wav
15743,fx-el,18,fx,train,Blackstrobe,http://creativecommons.org/licenses/sampling+/1.0/,"code,letters,morse,numbers",r.wav
45610,m-m,2,m,train,Flick3r,https://creativecommons.org/licenses/by/4.0/,"150-bpm,bass,bassline,beat,distorted,progression,sequence,synth,techno,trance",Bounce seq 5.wav
386219,fx-o,11,fx,train,ldezem,http://creativecommons.org/publicdomain/zero/1.0/,"1beat,80bpm,one-shot,forge,angle-iron,metal,steel,metalwork,tools,labor,work,crafts",Steel - Drop to forge
121346,fx-o,11,fx,test,cityrocker,http://creativecommons.org/publicdomain/zero/1.0/,"mobile,phone,vibrate",vibrate_PN.wav
101059,sp-p,10,sp,train,mo_damage,http://creativecommons.org/publicdomain/zero/1.0/,"8-bit,atari,engine,speech,steem,texttospeech",Voice.wav
378558,fx-ex,17,fx,train,CawawaC,http://creativecommons.org/publicdomain/zero/1.0/,"resonance,low,hollow,metal,tube,hit,impact",Asoada impact low tube.wav
360802,fx-o,11,fx,train,Abolla,https://creativecommons.org/licenses/by-nc/4.0/,"kitchen,knife,prep,board,chopping,celery,cooking,vegetables,food,slice,slicing",Chopping Celery.wav
10834,is-w,5,is,train,batchku,http://creativecommons.org/publicdomain/zero/1.0/,"breath,davood,extended,rumble,technique,trumpet",chopper_5_4.R.aif
232274,fx-o,11,fx,train,wikusv,https://creativecommons.org/licenses/by/4.0/,"Sports-Car,Idle,Lotus",Idle.wav
196065,fx-h,14,fx,train,arnaud coutancier,http://creativecommons.org/licenses/by-nc/3.0/,"children,laughter,child,laugh,field,recording,atmosphere",Children's laughter  #16 rires d'enfants.wav
26906,ss-i,20,ss,test,thedapperdan,http://creativecommons.org/publicdomain/zero/1.0/,"background,cafeteria,crowd,environment,field-recording",cafeteria2.wav
170962,fx-o,11,fx,train,timgormly,http://creativecommons.org/licenses/by/3.0/,"Dragging,Pick,Drag,Concrete,Zoom,Metal,Tool,H4n",Metal Tool Drag1.aif
153977,is-s,4,is,train,Carlos_Vaquero,https://creativecommons.org/licenses/by-nc/4.0/,"multisample,zoom-h2n,non-vibrato,plucked,mezzoforte,c-5,plucked-string-instrument,chordophone,classical-guitar",Classical-Guitar C-5 Plucked Non-Vibrato
117981,is-p,3,is,test,jesterdyne,https://creativecommons.org/licenses/by/4.0/,"cymbal,drumset,general,midi,rockstar,tama",Crash4_Low.wav
55273,m-m,2,m,train,KatHakaku,http://creativecommons.org/publicdomain/zero/1.0/,"sliced,glitch,hardcore,idm,processed,rythms,electronica,experimental,extreme,breakbeat,drumloops,drums,electro,acid",NEvErGive.wav
96991,ss-s,22,ss,train,Jovica,https://creativecommons.org/licenses/by/4.0/,"ambient,drone,multisample,pad",LAYERS 015 - CHOROID PADDO- (77).flac
120670,sp-p,10,sp,train,artfwo,http://creativecommons.org/publicdomain/zero/1.0/,"artificial,dark,horror,lofi,synthetic,voice,whisper",ewspr_17.wav
244054,ss-n,19,ss,train,lennyboy,http://creativecommons.org/publicdomain/zero/1.0/,"heh,Ambience,Weather,ambience,Lightning,Rain,Thunderstorm,Thunder,Scary",Thunder002.ogg
75628,fx-m,13,fx,test,dobroide,https://creativecommons.org/licenses/by/4.0/,"field-recording,airplane,engine,aircraft,model,rc,remote-control",20090712.engine.01.wav
166433,fx-h,14,fx,train,ultradust,https://creativecommons.org/licenses/by/4.0/,"applause,performance,rock,audience,cheer,concert",Concert Applause 2
204035,fx-n,16,fx,train,duckduckpony,https://creativecommons.org/licenses/by/4.0/,"ground,footsteps,foot,wet,steps,splash,step,feet,splish,water,watery",Footsteps_Water_Light_008.wav
57023,fx-o,11,fx,train,NoiseCollector,http://creativecommons.org/licenses/by/3.0/,"bedroom,door,foley,glass,noises,open,sliding",slideropen.wav
164561,fx-o,11,fx,train,deleted_user_2104797,http://creativecommons.org/publicdomain/zero/1.0/,"ring,thump,bang,metallic,metal,knock,impact",Clang metallic 2.wav
423119,ss-u,21,ss,train,OGsoundFX,https://creativecommons.org/licenses/by/4.0/,"historical,laughing,dog,knight,town,rooster,baby,busy,dirt,medieval,gaming,speaking,mud,accent,ancient,horse,city,soundscape,chicken,design,street,fantasy,pig,sound,people,crowd",Medieval City - SAMPLE.wav
147948,ss-u,21,ss,train,bmoreno,https://creativecommons.org/licenses/by/4.0/,"field-recording,sneeze,voice,korean,seoul,korea,shop",0128 Sneeze_souvernirs.wav
9235,ss-u,21,ss,train,Bram,https://creativecommons.org/licenses/by/4.0/,"traffic,bird-shop,birds,field-recording,ramblas,tourists,barcelona,whistling",bram_versus_plaga_las_ramblas_bird_shop.wav
391293,sp-s,8,sp,train,slimclic,http://creativecommons.org/publicdomain/zero/1.0/,"5maudio17,voice,girl,sing,female,uam,vocal,woman",female_vocal.wav
378695,m-si,1,m,train,karolist,http://creativecommons.org/publicdomain/zero/1.0/,"man,loop,hardrock,voice,sing,screamingvocal,studio,record,sample,vocal,metal",rock vocal.wav
101460,ss-n,19,ss,train,LG,https://creativecommons.org/licenses/by/4.0/,"alpine,summer-rain,thunder,saas-fee,village,switzerland,field-recording,rain",Saas-Fee Village Rain and Thunder 100713.WAV
36554,fx-n,16,fx,train,roubignolle,https://creativecommons.org/licenses/by/4.0/,"tap,water",Robinet rapide.aif
102007,m-sp,0,m,train,RytmenPinnen,http://creativecommons.org/publicdomain/zero/1.0/,"acoustic,drumloop,drums,h4n,loop",Fill4 1m 110bpm.wav
11765,is-s,4,is,train,SpeedY,http://creativecommons.org/publicdomain/zero/1.0/,"chords,distorted,distorted-guitar,distortion,guitar,guitar-chords,lead,lead-guitar",Dist_Chr_Amin_2strs_12th_up.wav
126759,ss-u,21,ss,train,inchadney,https://creativecommons.org/licenses/by/4.0/,"crickets,field-recording,harzmountains,river,traffic",river traffic crickets.WAV
374877,is-w,5,is,train,sgossner,http://creativecommons.org/publicdomain/zero/1.0/,"brass,oldtrombone,short,d3,midi-note-50,vsco-2,single-note,multisample",OldTrombone - D3 (Trombone_Short_D3_v3_1.wav)
424395,m-si,1,m,train,@realdavidfloat,http://creativecommons.org/publicdomain/zero/1.0/,"minimal,tune,house,electronic,electro,melody,phrase,rave,synth,loop,techno,dub-step,fizzy,trance,dance,lead,104bpm,club",a c poppy tune fizzy lead 104bpm-01.wav
122065,ss-u,21,ss,train,lonemonk,http://creativecommons.org/licenses/by/3.0/,"train-station,field-recording,high-speed,ontario,passenger-train,railroad,steel,stereo,train,trenton,canada,whistle,horn,noise",06-2011 Passenger Train Pass #2.wav
146197,fx-n,16,fx,train,brumbar,http://creativecommons.org/publicdomain/zero/1.0/,"waves,sea,field-recording,beach",Sea Waves 03.wav
173946,ss-i,20,ss,test,JohnsonBrandEditing,http://creativecommons.org/publicdomain/zero/1.0/,"shot,clink,glass,ding",shot glasses clinking together
355874,is-s,4,is,train,MTG,http://creativecommons.org/licenses/by/3.0/,"C4,good-sounds,single-note,violin,multisample,neumann-U87",Violin - C4 - bad-richness
71754,ss-n,19,ss,train,Benboncan,https://creativecommons.org/licenses/by/4.0/,"pastoral,rural,countryside,agricultural,stereo,xy,birds,field-recording,lambs",Lambs.wav
26630,is-p,3,is,train,altemark,https://creativecommons.org/licenses/by/4.0/,"middle,roland,tom,tr-909",mt11.wav
417846,m-sp,0,m,train,newbigLove,https://creativecommons.org/licenses/by-nc/4.0/,"trap,hip-hop,electronic,electro,420,underground,dance,loop,bass,120bpm,dark,beat,electric,drum,unquantized",2ed120bpm_31.wav
273710,sp-s,8,sp,train,rachyray,http://creativecommons.org/publicdomain/zero/1.0/,"scream,shout,yell",dad shoutingg.wav
151544,m-m,2,m,train,rap2h,https://creativecommons.org/licenses/by/4.0/,"32bit,synth,180bpm,acidloop",27 - begin unsigned loop.wav
27689,ss-u,21,ss,test,dobroide,https://creativecommons.org/licenses/by/4.0/,"ambiance,binaural,children,christmas,city,field-recording,spain,street,winter",20061222.christmas.ambiance.03.flac
248622,is-w,5,is,train,MTG,http://creativecommons.org/licenses/by/3.0/,"neumann-U87,clarinet,single-note,multisample,good-sounds,G3",Clarinet - G3 - bad-timbre-stability
258055,fx-o,11,fx,train,Jagadamba,https://creativecommons.org/licenses/by/4.0/,"circular,saw,circular-saw,electric,carpentry,mechanical,motor,machinery,construction,buliding,cutting,hardware,field-recording,sawing,wood,woodwork,Electric,machine",Electric circular saw 01
211549,m-m,2,m,train,waveplaySFX,http://creativecommons.org/publicdomain/zero/1.0/,"loop,fx,trance,sweep,chain,side,techno,bpm,school,chill,deep,automation,club,minimal,electro,8,sidechain,goa,deadmau5,electronic,sub,lemon,lemon8,119,dub,oldschool,rave,house,dance,old",[Drumbeats (Melodic)] 128 bpm house loop
420269,m-sp,0,m,train,@realdavidfloat,https://creativecommons.org/licenses/by/4.0/,"loop,snare,drums,tomtom,beat,variation,ride,120bpm,rhythm,drum",tomtom ride  snare variation120bpm-26.wav
236500,sp-s,8,sp,train,bcimmet,http://creativecommons.org/licenses/by/3.0/,"Stanley-Newman,gridplay,mumble,voice,whisper,words,speech,Doug-Peterson,crossword,Brian-Cimmet,mtc500-m002-s14,Celia-Madeoy,solving,puzzle,alphabet,Daniel-Feyer,female,letters,male,English,Malcolm-Ingram","C-foshizzle-6 (FOE, yes).aif"
407012,fx-n,16,fx,train,EricsSoundschmiede,http://creativecommons.org/publicdomain/zero/1.0/,"Wind,Arctic,Breeze,Windy,Storm",Wind_Arctic_Storm_Breeze-002.wav
13151,fx-ex,17,fx,train,Bitbeast,http://creativecommons.org/publicdomain/zero/1.0/,"120-bpm,accent,drumloop,percussion,percussion-loop,rhythm",Wiss_1.wav
1076,fx-ex,17,fx,train,Freed,https://creativecommons.org/licenses/by/4.0/,"speech,voice",240403E.mp3
145656,m-m,2,m,train,LukeSharples,https://creativecommons.org/licenses/by/4.0/,"Spook,Orchestra,Instrument",Spook Orchestra A2.aif
62118,fx-n,16,fx,train,Rweale,http://creativecommons.org/licenses/sampling+/1.0/,"gurgle,bathroom,sink",weale_sinkempty.aif
80816,sp-s,8,sp,train,NoiseCollector,http://creativecommons.org/licenses/by/3.0/,"animals,field-recording,zoo",zoo_kidloop_mono.wav
343955,fx-h,14,fx,train,Reitanna,http://creativecommons.org/publicdomain/zero/1.0/,"yell,growl,anger",RAAAAAAAAAW!!!.wav
