sound_id,title,tags,num_tags
209413,"Look, Over There.flac","man,talk,male,english,words,speech,vocal,request,text,spoken,language,voice",12
378367,Changing gears on bicycle,"cycle,bicycle,gears,bike,chain,pedaling",6
236509,C-r (whispered).aif,"mumble,voice,whisper,words,speech,alphabet,female,letters,male,English",10
485400,Djembe Loop 12 - 120 BPM.wav,"loop,percussion,djembe,tribal,trance",5
269904,01b_Snare_Smooth_Cymbals_&_Snares.wav,"click,snare,crash,hi-hat,cymbals,cymbal,drumset,ride,turkish,sticks,drum",11
373335,Flute - staccato - C5 (LDFlute_stac_C4_v3_rr1.wav),"c5,single-note,multisample,staccato,flute",5
236679,M-h (whispered).aif,"mumble,voice,whisper,words,speech,alphabet,female,letters,male,English",10
249460,20140914_attackloop_160BPM_4_4_loop4.3.flac,"loop,electronic,electro,hard,rhythmic",5
383605,Standup_Bass_Stop_Finger_A#1.wav,"Acoustic,Upright,Instrument,Bass,Stereo",5
353397,Kick - Heavy Electro.wav,"Kick,Electronic,Dubstep,House,Dance",5
236528,M-s (whispered).aif,"mumble,voice,whisper,words,speech,alphabet,female,letters,male,English",10
349847,Cutting through rope,"belt,knife,saw,tie,sawing,ripping,cutting,cloth,rope,rip,hands,tear,fabric,seatbelt,cut",15
240674,You have been denied,"voice,speech,dark,voice-over,deep,male",6
249464,20140914_attackloop_160BPM_4_4_loop3.4.flac,"loop,electronic,electro,hard,rhythmic",5
395124,People_marrymaking.mp3,"voice,human,talking,voices,young,people,crowd",7
333862,Me japanese fashion (Die) Laugh Yandere.mp3,"voice,girl,japan,die,laugh,evil,japanese,female,woman,insane",10
327401,Various speeds of bag zips.wav,"zipper,zipping,bag,backpack,zip,unzip",6
234589,Knife Hitting Pan 4 (light).wav,"pan,struck,knife,metal,hit,impact",6
397937,remix-3-of-of-adriann-s-harp-strum-freesound-149187.flac,"magic,harp,strings,dream,flashback,strum,retro,back,time,wand,looped,spatial,remix",13
390721,Breaking Glass 2.mp3,"glasses,crack,glass,break,shards,shatter,breaking,crash,smash,pottery",10
405261,ZierotaHopeDreams2.wav,"Voice,speech,english,Female,vocal,voice,sample,request,human,Woman,sound",11
236456,M-bamako-1.aif,"mumble,voice,whisper,words,speech,alphabet,female,letters,male,English",10
374935,OldTrombone - G2 (Trombone_Short_G2_v1_3.wav),"brass,short,g2,single-note,multisample",5
374527,Violin Section - pizzicato - D4 (VlnEns_Pizz_D3_v2_rr2.wav),"d4,single-note,violin,multisample,strings,pizzicato",6
339927,Princess Island Park Construction Part 3,"footsteps,ambience,running,Machine,field-recording,industrial,Heavy",7
372739,Cello Section - tight pizzicato - C2 (pizzT_C1_v1_RR2.wav),"strings,single-note,c2,cello,multisample",5
369908,male speech,"man,voice,human,speech,spoken,male",6
339369,big-gate-close.wav,"open,locking,closing,gate,close,slam,metal,lock,door,shut,foley,sound",12
219401,G-G 80's .mp3,"loop,studio,electronic,made,sound",5
326335,Bicycle Cycling.wav,"cycle,freewheel,spokes,turning,bike,spinning,pedaling,bicycle,wheel",9
480715,Drums 66 - (140 BPM) - (Amen Break Remix - FS# 24940),"cool,Loop,fl,piano,studio,ambient,samples,music,production,sample,ambiance,Synth,bass,drums",14
240008,Bass Weird Flow - 4 bar - 140 BPM (no swing),"140-bpm,synth,low,loop,bass",5
347562,Distant Thunder Clap_Gentle.wav,"east,distant,gentle,coast,thunder,USA,summer",7
328905,Match being lit.wav,"match,open,flame,lighting,scrapping,fire,taking,light,being,opening,box",11
263531,Dubstep Loop 140 BPM,"loop,drums,dubstep,dub,beat,drum-loop,drum",7
215999,"raindrops, person in way- real.wav","ambience,splash,talking,water,conversation,field-recording",6
277547,Woman Laughing 1.mp3,"happy,chuckle,lady,voice,female,vocal,acting,human,humor,woman",10
255856,Club Applause High Energy After Rock Song,"clap,audience,applaud,club,cheering,crowd,applause",7
241925,metro_perovo_arrival.wav,"russia,voice,underground,background,subway,train,ambience,move,moscow,metro,doors,noise,atmosphere,announcement,arrival",15
209044,Pato ,"wind,birds,forest,trees,nature",5
234996,japanese - thank you (english)2.wav,"speak,voice,girl,female,vocal",5
236395,B-37A.aif,"mumble,voice,whisper,words,speech,alphabet,female,letters,male,English",10
418994,44 beat kick snare dry 120bpm stick-01.wav,"loop,rhythm,4,120bpm,beat,drums,drum,drum-loop,rhythmic",9
491167,21_ED_C__PBASS_LOOP_110bpm.wav,"loop,110bpm,110,bpm,bass",5
243780,thunder growling,"weather,thunder-storm,thunderstorm,thunder,rumble,growling",6
277361,file0571_air_hiss_strongest.wav,"steam,hiss,pressure,pipe,air,gas,escape,leak,vent",9
427575,Synth Loop 5 - (90bpm),"Loop,Piano,Ambient,Drums,Pad,Drone,Cinematic,commercial,synth,Atmosphere",10
236571,C-lithe.aif,"mumble,voice,whisper,words,speech,alphabet,female,letters,male,English",10
412191,shower box.wav,"cardboard,thump,shower,package,hit,thud,impact,box",8
236457,M-alta.aif,"mumble,voice,whisper,words,speech,alphabet,female,letters,male,English",10
238013,Rain 4,"ground,raindrops,ambience,wet,rain,weather,water,roof,raining,urban,sound",11
417430,coin.wav,"coins,silver,coin,quarter,money",5
413619,Orchestral_Concert_TamTam_Gong_09.wav,"percussion,cymbal,symphonic,orchestral,gong,stereo",6
370664,lonely-dance-riff3.aif,"piano,ambience,keyboard,drama,grand",5
347761,Shutting door.wav,"open,closing,close,gate,squeaky,loud,wooden,opening,door,soft",10
221951,Suspense ending in cheers,"celebration,suspense,cheering,clapping,applause,group,tension",7
258038,Chopping Wood - 02 - 2 reverb,"falling,axe,percussive,chopping,wood,bang,collision,chop,collide,firewood,crash",11
416380,vocal fx loop.WAV,"spirit,experimental,sound-trip,vocal,breath",5
276119,Coins_Single_40.wav,"Coin,games,Video-Game,Game,Money,sfx,videogame,gaming",8
490230,12_AG_a__PBASS_LOOP_110bpm.wav,"loop,110bpm,110,bpm,bass",5
368276,SIMPEL SPELEN.wav,"man,scream,screaming,male,yell,outdoors,coach,shout,shouting,vocal,Dutch,yelling,voice",13
212610,Boiling_opening.mp3,"kitchen,boil,open,cook,boiling,gas,cooking,food,opening",9
241477,allo.wav,"speak,talk,voice,girl,english,female,woman",7
233410,Drop Coin.wav,"fall,dropping,coins,coin,drop",5
360794,snijden_winterpeen.wav,"kitchen,knife,chopping,carrot,cutting,cooking,vegetables",7
396074,Feeling Lonely High Pitch,"singing,voice,vocal,spoken,lonely",5
325017,TOY_GLOCK-06.wav,"glockenspiel,sampler,tones,toy,single,note,plastic,metal,notes,mallet,samples,tone,sample",13
271605,dare1.wav,"voice,female,voice-acting,horror,video-game",5
409093,Werra.wav,"mechanic,camera,shutter,slr,photography,photo,old",7
372683,Bassoon - sustain - C5 (PSBassoon_C4_v2_1.wav),"c5,single-note,multisample,sustain,bassoon",5
463592,Nord_Drum_3P_Beat_SIMPLE_ROCK_DRUMMING_120BPM.wav,"fills,groove,rock,rhythm,loop,120bpm,pop,beat,drums,drum",10
424785,Boat in the lake.m4a,"castle,boat,germany,water,lake,nature,field-recording",7
361089,the best of hip hop and rnb with deejay bee.wav,"voice,speech,intro,dj,male",5
377844,writing-chalk-oneshot-04.wav,"board,drawing,action,text,write,writing,school,motion,class,blackboard,students,field-recording,draw,chalk,classroom",15
424071,biggish saw synth e e g b 102 bpm-21.wav,"loop,house,electronic,electro,rave,synth,techno,wave,saw,trance,dance,bass,acid,club",14
242688,laugh that was funny.wav,"speak,talk,voice,english,female,laugh,woman,funny",8
427134,72-SartenConFuego.wav,"kitchen,domestic-sounds,pan,cooking,fire",5
326348,Brushing Teeth.wav,"cleaning,teeth,brush,toothbrush,tooth,brushes,bathroom,brushing",8
340910,ScissorsCut_Raw_Mono_bip.wav,"scissors,slice,cutting,scissor,cut,chop",6
328052,31. Velcro strap.wav,"ripping,tearing,velcro,rip,tear,fabric",6
275522,duct tape.ogg,"ripping,tearing,tape,tear,sticky,rip,duct",7
232618,20140316_attackloop_120BPM_4_4_Analog_1_Kit_ConstructionKit_Synth_j.flac,"loop,electronic,electro,synth,dance,120BPM,rhythmic",7
210734,'Gas' seller screaming in Mexico City,"scream,screaming,yell,blume,street,Mexico,gas,felix,DF,mexico,yelling,city",12
382906,Mocking Laughter,"man,laughter,voice,fun,laugh,creepy,male",7
372783,Cello Section - spiccato - E4 (spic_E3_v2_RR1.wav),"strings,single-note,cello,spiccato,multisample",5
334538,c4.wav,"normal,short,c4,piano,note",5
236352,M-R (spoken).aif,"mumble,voice,whisper,words,speech,alphabet,female,letters,male,English",10
401605,laugh.wav,"male,laugh,laughing,evil,cackle",5
386203,Ratchet - Vlc - Tighten 1,"80bpm,one-shot,nut,bolt,ratchet,tools",6
222324,xiaoluo_27,"idiophone,gong,percussion,chinese,china,compmusic",6
386106,Anvil - Lokomo A 100 kg - Hammer on back 1 time short and bright,"80bpm,one-shot,bright,impact,smithy,metallic,iron,steel,anvil,tools,work",11
387957,Metal sound 9 (knife unsheathed),"sheath,sharp,knives,metal,unsheath",5
223280,Dan River.wav,"nature,stream,flow,river,water",5
374117,Trumpet - staccato - A3 (Sum_SHTrumpet_stac_A2_v3_rr2.wav),"brass,trumpet,single-note,multisample,staccato",5
334100,180 - Speed Metal Guitar Riff,"loop,speed,thrash,rock,guitar,distortion,fast,metal,dark,heavy",10
382220,[Drumbeats (Melodic)] 120 bpm drum kick-bass loop,"kick,electronic,electro,dance,loop,techno,beat,deep,hard,120bpm,bass,drum",12
415371,Going Insane,"disturbing,Acoustic,wild,mad,going,Guitar,mind,crazy,insane",9
231265,WaterRunsOff.wav,"rinse,off,run,wash,water,up,dishes,washing,drain,do",10
372631,Bassoon - staccato - C3 (PSBassoon_C2_v2_rr1.wav),"single-note,c3,multisample,staccato,bassoon",5
353103,"Girl Screams ""Yes!""","yell,yes,female,shout,excitement,scream,girl",7
391842,scissors.wav,"grass,scissors,cutting,scissor,paper,cut",6
347719,100bpm loop08-kick.wav,"loop,electro,hip-hop,drum,kick,hiphop,dance,sample,100-bpm,beat,bass,hit",12
320394,Kitchen Sink Draining,"drip,sink,water,bath,faucet,drain,bathroom,hydrophone",8
222222,daluo_35,"idiophone,gong,percussion,chinese,china,compmusic",6
337236,bullet shells - handfull - consolidated.wav,"clink,metallic,gun,metal,shells,bullet,shell,ding",8
264376,small crowd gasp shock surprise,"match,sports,gasp,surprise,accident,audience,ooh,shock,amazement,crowd,theatre,group,injury",13
395296,plastic-bottle-fizzy-drink.wav,"fizz,hiss,bubbles,soda,bottle,hissing,water,plastic,sparkling,fizzy,drink,opening,liquid,cap",14
236505,C-pascal.aif,"mumble,voice,whisper,words,speech,alphabet,female,letters,male,English",10
246113,3_ca_bass line .wav,"bass,loop,electro,trance,low,dubstep,techno,bassline,wobble,dance,dnb,sub,drum",13
325696,CUCKCOO CLOCK (SFX),"time,sound-effect,clock,cuckoo,stereo",5
397673,short - female - laugh - chuckle - giggle -  AIFF 24 bits,"chuckle,laughter,voice,girl,laugh,female,woman,giggle",8
341189,elevator door close 7b,"sliding,open,closing,close,mechanical,lift,elevator,opening,door",9
365207,Heavy Dubstep Wobble Bass.aif,"loop,roaring,loops,dubstep,140bpm,wow,wobble,bass,heavy",9
388476,PO-12 004,"loop,rhythm,operator,drum-loop,percussion-loop,machine,distortion,cheap,pocket,beat,drums,drum",12
232499,Water.wav,"campus-upf,tallers-upf,tap,bathroom,water",5
382885,tambourine_hit_34.wav,"tambourine,acoustic,skin,velocity,instrument,multi,stereo,real,dry",9
241546,laugh what the f.wav,"speak,talk,voice,girl,english,female,laugh,woman",8
375068,OldTrombone - G2 (Trombone_Sustain_G2_v5_2.wav),"brass,sustain,g2,single-note,multisample",5
270695,Song2_PIANO_Fa_4:4_80bpms.wav,"loop,80,Piano,beat,bpm,blues,rythm",7
222356,xiaoluo_60,"idiophone,gong,percussion,chinese,china,compmusic",6
383948,OEB_Keys_Seq_7_Bass.wav,"cinema,background,video,movie,tv",5
418458,Contact Microphone on an Electric Razor 1,"contact-microphone,motor,machine,servo,electric,razor,engine",7
218177,Woman Insane Laughter,"laughter,girl,laughing,crazy,woman,giggling,giggle,insane",8
348879,Glockenspiel_09_e3_04,"recording,Glockenspiel,single-note,wav,metallophone,sample-pack,percussion,sample,metal,multisample,note,multi-sample,one-shot",13
237730,Rain and Thunder 5,"thunder-storm,storm,weather,lightning,rain,thunderstorm,thunder,nature,field-recording",9
236508,C-q (whispered).aif,"mumble,voice,whisper,words,speech,alphabet,female,letters,male,English",10
214989,BaseballHitAndCrowdCheer.mp3,"baseball,cheer,cheering,remix,crowd,applause,hit,bat",8
236643,M-p (whispered).aif,"mumble,voice,whisper,words,speech,alphabet,female,letters,male,English",10
417826,Witch Cackle,"laughter,laugh,laughing,witch,evil,laughs,cackle",7
373875,Solo Violin - pizzicato - A3 (LLVln_Pizz_A3_f_RR1.wav),"strings,single-note,violin,multisample,pizzicato",5
432400,beat with snare 4 4 125bpm blobby type kick fizzy hats 3456-3472.wav,"loop,snare,125bpm,percs,kick,rhythm,4,dance,hats,beat,percussion-loop,drum-loop,drum,groovy",14
396995,Rolling thunder.MP3,"storm,weather,lightning,rain,thunderstorm,thunder",6
399464,Reversed Synth Loop & Drums [90Bpm],"Loop,Piano,Ambience,Ambient,Drums,Cinematic,Atmosphere,Ambiance,commercial,atmosphere",10
236545,M-c (whispered).aif,"mumble,voice,whisper,words,speech,alphabet,female,letters,male,English",10
261585,EOS3_Shutter03.wav,"click,snap,photography,camera,photo,shutter",6
477115,Ambient Piano Loop 59_2 (Ambiance)-(170 BPM),"Ambient,samples,instrument,One,effect,ambiance,ambient,midi,vst",9
388423,Applause ~15 seconds,"concert,cheer,audience,clapping,bravo,crowd,applause",7
274153,Hysterical Laughter,"chuckle,laughter,male,laugh,laughing,laughs,funny,giggling,giggle",9
407945,FilthBot 125- 01.wav,"noisy,loops,distorted,noise,glitch,distortion,circuit-bent",7
341534,elevator_doors_open_close.wav,"open,closing,close,doors,lift,elevator,opening,door",8
325032,TOY_GLOCK-16.wav,"glockenspiel,sampler,tones,toy,single,note,plastic,metal,notes,mallet,samples,tone,sample",13
316686,water pour into glass_near_nm.wav,"fill,filling,glass,water,pour,drink,cup,liquid,pouring",9
236617,C-l (whispered).aif,"mumble,voice,whisper,words,speech,alphabet,female,letters,male,English",10
253598,LMAO 4 bursts,"humor,happy,laughter,voice,joy,fun,time,laugh,laughing,joke,giggle,giggling,funny",13
243944,"thank you very much, large crowd applause and cheers.wav","applause,clap,clapping,voice,claps,cheer,applaud,cheers,deep,applauding,very,cheering,crowd",13
345423,Male_Yeah_01,"man,voice,human,speech,vocal,yeah,spoken,words,word,male",10
315923,evil laugh 1.aiff,"cackle,laughter,girl,female,laughing,evil,laugh,woman",8
316443,Human_Good_08.wav,"Speak,voice,Human,games,Voices,vocal,male,Voice,game,sfx,videogame,gaming,arcade,fantasy",14
324338,Shaker Loop.wav,"loop,rhythm,percussion,percussion-loop,noise,shaker",6
341509,Sound inside school.wav,"change,children,child,playground,school-yard,shouting,playing,school,kids,play",10
366034,Coin box shake,"roll,loud,coin,shake,plastic,rattle,tumble,clank,box",9
386303,Pneumatic hammer - Atlas Copco r1 - Start 4,"80bpm,motor,hammer,pneumatic,tools,work",6
256205,Synthesized Singing Voice Note C - Variation 10,"singing,voice,synth,digital,vocoder,note,bee,robotic,electronic,synthesized,C",11
477251,Synth Loop 19 - (120 BPM),"cool,Loop,fl,electro,dubstep,Synth,samples,music,production,sample,dub,bass,studio",13
413244,Basic Drums 110 BpM Variation 01,"loop,110-bpm,rhythm,snare,hi-hat,drums,base-drum,beat,drum-loop,drum",10
348873,Glockenspiel_02_d3_02,"recording,Glockenspiel,single-note,wav,metallophone,sample-pack,percussion,sample,metal,multisample,note,multi-sample,one-shot",13
349263,Clatter wood_04.wav,"clatter,thump,wood,throw,drop,wooden,objects,impact",8
397920,Open Close Microwave Door,"Plastic,Microwave,Close,Door,Open",5
211528,Crying newborn baby child 2.WAV,"kid,baby,child,crying,newborn,cry",6
336514,Kitchen drawer,"opening,kitchen,closing,Drawer,ambience",5
485473,Djembe Loop 01 - 135 BPM.wav,"groove,remo,percussion,djembe,africa,tribal,trance,drum",8
324057,guitar chord 01 long.wav,"strum,guitar,electric,chord,sample",5
373674,Organ - loud - C2 (Rode_Man3Open_01.wav),"loud,single-note,c2,multisample,keys,organ",6
221548,Euphoric man/boy yell,"man,scream,male,yell,wild,celebration,voice,crazy,boy",9
222648,Wild scream.mp3,"scream,screaming,yell,wild,shouting,yelling",6
425230,dnb_drumloop_a_4bars_160bpm.wav,"bass,loop,groove,rhythm,breakbeat,drum-loop,drumloop,break,n,160bpm,beat,dnb,drums,drum",14
254570,Drum Loop - Rock03_05_130 bpm_Reverb03,"loop,rhythm,percussion-loop,hit,rock,drums,percussive,percussion,beat,130-bpm,quantized,drum-loop,drum,groovy",14
260246,Loisa_Thimon_2014_Torn_sheet.wav,"print,cracking,paper,break,tear,working,sheet,school,slot",9
339656,Glas T5.wav,"wine,soft,clink,pure,crystal,wineglass,glass,glassy",8
361278,Cremant.aiff,"wine,bottle,glass,drink,liquid,noise",6
429076,Weird laugh 2,"girl,odd,voice,weird,laugh,strange,vocal,female,woman,funny",10
348324,GroupOfPeople.wav,"human,talking,voices,people,crowd,walking",6
318838,Risa Malefica / Evil Laugh,"fear,terror,laugh,creepy,spectre,evil,horror,spooky,scary,ghost",10
316440,Human_Good_01.wav,"Speak,voice,Human,games,Voices,vocal,male,Voice,game,sfx,videogame,gaming,arcade,fantasy",14
402461,Button Click Switch Valve Water Drips,"Click,Switch,Water,Button,field-recording",5
347314,peel01.wav,"velcro,foley,eat,ship,bend,smack,rip,tear,flesh,peel,noise",11
219110,Evil Laugh.wav,"laughing,man,wav,joker,evil,Horror,laugh,Scary",8
419855,beat 120bpm-05.wav,"loop,drums,120bpm,beat,hop,quantized,rhythm,hip,rhythmic",9
414225,Cups-Soft.wav,"wine,glass,cups,clink,crystal",5
434344,Buzzing old fridge,"humming,buzzing,buzz,electrical,drone,house-recording,fridge,appliance,hum,noise",10
274890,He's_right_beneath_you.wav,"man,radio,war,voice,fighter-jet,military,speech,plane,pilot,sample,aircraft,request,combat,male",14
253532,Evil Laugh 8.wav,"creature,laughter,male,laugh,mad,psychotic,evil,monster,crazy,insane",10
404368,Harmonica Loop in C at 120 bpm,"loop,clean,120,harmonica,rhythm,dry",6
213691,machine_rotation1.mp3,"gear,roll,rolling,mechanical,machinery,machine,science-fiction,sci-fi,industrial",9
330564,some negative affirmation.wav,"voice,words,speech,vocal,text,spoken,word,male",8
253463,Electric lead guitar distorted lick,"distorted-guitar,lead-guitar,guitar,distortion,electric",5
241485,small sad giggle.wav,"speak,talk,voice,girl,english,female,laugh,woman",8
241484,what happened.wav,"speak,talk,voice,girl,english,female,laugh,woman",8
323419,Glass Slide 5,"open,close,wood,slide,glass,scrape,drawer",7
213890,London Underground: closing doors re-open due to blockage,"Closing,London,Underground,Train,tube,field-recording",6
246102,19_ca_bassline.wav,"sub,loop,kick,techno,jungle,808,dance,drums,beat,bass,drum",11
386434,"Water + plastic bottle, sloshing 1","bottle,glass,Water,effect,fx,slosh,foley",7
269584,"Ambient poolhall/school background noise, children/adolescents talking","children,ambient,talking,group,kids,school",6
245639,MORECLAPS.aif,"clap,claps,cheer,cheering,audience,applauding,clapping,applaud,crowd,applause",10
324192,Applause 01.wav,"clap,cheer,clapping,people,crowd,applause",6
378684,hammering nail,"iron,hammer,nails,steel,nail",5
406067,water - plastic cup - pouring a glass of water into a sink with ice cubes in it.wav,"kitchen,wet,sink,glass,water,plastic,pour,cup,liquid,ice,pouring",11
337373,BS_Hit_23.wav,"Effect,Metal,Hit,Hits,Sound",5
269783,05b_Snare_Smooth_Cymbals_&_Snares.wav,"sticks,click,snare,crash,hi-hat,cymbals,splash,percussion,custom,drums,drum",11
269906,02_Crash_Loud_Cymbals_&_Snares.wav,"click,snare,crash,hi-hat,cymbals,cymbal,drumset,ride,turkish,sticks,drum",11
369988,Lid of chest hitting_northern87,"thud,close,thump,boom,wood,metal,cover,hit,lid,container,impact,box",12
423748,hihats 120bpm-01.wav,"loop,electronic,electro,hihats,rave,house,drums,dubstep,techno,beat,dance,trance,120bpm,drum,club",15
222300,xiaoluo_03,"idiophone,gong,percussion,chinese,china,compmusic",6
366455,Filing Nail_01.wav,"filing,fingernail,scratch,file,finger,nail,nails,scraping",8
236660,C-A (spoken).aif,"mumble,voice,whisper,words,speech,alphabet,female,letters,male,English",10
246363,China Radio International 9640khz_15-jun-2014_2315_de_la_cooperation.wav,"talk,voice,shortwave,spanish,female,speech,short-wave,woman",8
316595,Water_Paddle_med_014.wav,"boat,river,splash,water,paddle,lake,zoomh4,field-recording",8
379757,water spout_01.wav,"raindrops,plumbing,water,rain,dripping,gutter",6
395301,ventilator.wav,"electronic,ventilator,conditioning,fan,ventilation,device,air,hum,noise",9
347918,filling a glass with water.wav,"fill,pouring,filling,glass,water",5
372046,20161230 - Embracer - C-F-G-C Chord sequence - 100 bpm - LA Confidental.wav,"cadence,loop,pad,tail,100bpm,chords",6
388407,Baby Giggles.wav,"happy,laughter,voice,baby,laugh,laughing,giggling,giggle",8
382857,tambourine_hit_25.wav,"tambourine,acoustic,skin,velocity,instrument,multi,stereo,real,dry",9
236487,B-48D.aif,"mumble,voice,whisper,words,speech,alphabet,female,letters,male,English",10
347322,peel06.wav,"ripping,tearing,velcro,rip,crack,tear,peel,cut",8
222375,20140306_attackloop_120BPM_4_4_Acoustic_Kit_Distorted_loop1b.flac,"loop,electronic,electro,filtered,distorted,dance,drumloop,beat,granular,120BPM,rhythmic",11
474941,Linearity Beat Part 05 by DSQT 122Bpm.wav,"loop,music,part,tech,techno,beats,mix,remix,house,electronica,dj,synths",12
400586,Medium crowd cheering 02,"clap,audience,cheering,cheer,clapping,applaud,crowd,applause,group",9
366676,When Effects Attack 128-BPM Key-C,"Loop,80s,Music,Sample,Dance,Lead,Electric,C",8
344001,soft laughing.wav,"female,laugh,laughing,soft,girl",5
259528,Child Laughing,"happy,laughter,toddler,girl,baby,child,laugh,laughing,funny,voice,giggling,giggle",12
388057,Several hammer blows on anvil,"hammering,hammer,iron,field-recording,hitting,ting,metallic,clang,metal,bing,anvil,clashing,blow,steel",14
344077,Creepy Laugh.wav,"cartoon,laugh,deep,voice,villain",5
249474,20140914_attackloop_160BPM_4_4_loop2.8.flac,"loop,electronic,electro,hard,rhythmic",5
367099,Male laugh.,"man,chuckle,male,laugh,mouth,raw,deep,unprocessed,human",9
424111,rave tunes 102 bpm-18.wav,"loop,melody,electronic,electro,tune,rave,trance,minimal,techno,synth,house,dance,club",13
388474,PO-12 006,"loop,rhythm,operator,drum-loop,percussion-loop,machine,distortion,cheap,pocket,beat,drums,drum",12
382888,tambourine_hit_35.wav,"tambourine,acoustic,skin,velocity,instrument,multi,stereo,real,dry",9
383975,Electric Dreams Loop [Electro] (125 BPM_ G Sharp Minor),"Bass,Loop,Synth,Drums,Music,Dance,Electric",7
208741,Glass_Screech(loop).wav,"wine,high-pitched,loop,screech,glass",5
387774,Tambourine 28,"rhythm,chime,orchestral,drums,percussive,percussion,hand,sticks,drum,chimes",10
223294,Gideon Springs - Water Gurgling.wav,"gurgle,trickle,babbling,water,brook,spring",6
391494,Shovel Gong 170504_1497.wav,"gong,percussion,metallic,clang,metal,hit,shovel",7
233805,20140316_attackloop_120BPM_4_4_Analog_1_Kit_ConstructionKit_ElectronicPercussion08.flac,"loop,electronic,electro,dance,120BPM,percussion,rhythmic",7
400699,Typing (Cherry MX Blue Switches),"typewriter,mechanical,computer,typing,office",5
371090,cameraflash.mp3,"Digital,take,camera,shutter,canon,flash,photography,photo,dslr,picture,sound",11
408488,camera click.wav,"click,snap,camera,shutter,photography",5
257553,Bar Chimes V8 - Aluminium 8mm - wind,"chiming,wind-chimes,ring,chime,glissando,percussion,metal,windchimes,orchestral,bell,bar,chimes",12
216283,Breaking_Glass_11.wav,"glass,break,shards,shatter,breaking,smash",6
231642,20140316_attackloop_120BPM_4_4_Analog_1_Kit_ConstructionKit_Kick6.flac,"loop,electronic,electro,kick,dance,120BPM,rhythmic",7
246368,China Radio International 9640khz_15-jun-2014_2315_International.wav,"talk,voice,shortwave,spanish,female,speech,short-wave,woman",8
388056,Working with hammer on anvil #1,"hammering,hammer,iron,field-recording,hitting,ting,metallic,clang,metal,bing,anvil,clashing,blow,steel",14
429063,DIZI FLUTE LOOP 16 120 BPM.wav,"loop,bamboo,clean,wind,wood,120,free,bpm,flute,commercial,C,sample",12
421642,Open drawer - actions,"open,sounddesign,fast,sound-design,drawer,opening,short,sound,foley",9
245197,duct tape unroll 1,"ripping,tearing,duct,tape,tear,duct-tape,rip,fx,field-recording",9
261299,Liquid splatter on floor 4,"splat,wet,blood,splash,water,spill,splatter,floor,liquid",9
333923,Cley_beach_waves_160124_0096S12.wav,"beach,waves,sea,shore,coast,field-recording",6
